股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),基本面打分,短线打分,长线打分,目标价,备注,是否持仓股
688256,寒武纪,芯片智造,AI算力芯片,训练芯片核心、技术标杆,11.302273210447167,247.1219488237316,70.0,53.3,80.8,1719.65,基本面70.0 | 短线53.3 | 中期80.8 | AI算力芯片、技术标杆、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.3%，盈利壁垒强；ROE 8.2%；营收同比159.6%；利润同比185.0% | 月涨幅分位56%；换手率1.87%；成交额167.8亿；价在MA20上方,
688521,芯原股份,芯片智造,AI算力芯片,AI芯片IP核心、国产替代,36.03199718706047,249.5990059866712,54.0,62.9,71.6,308.43,基本面54.0 | 短线62.9 | 中期71.6 | AI算力芯片、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.3%，盈利能力良好；ROE -10.4%偏低；营收同比114.5%；利润同比-54.7% | 月涨幅分位86%；换手率4.89%；成交额82.1亿；价在MA20上方,
688802,沐曦股份,芯片智造,AI算力芯片,算力芯片核心、技术突破,19.163664217424614,,67.0,72.8,80.5,1037.25,基本面67.0 | 短线72.8 | 中期80.5 | AI算力芯片、技术突破、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率60.1%，盈利壁垒强；ROE -0.8%偏低；营收同比75.4%；利润同比57.5% | 月涨幅分位71%；换手率13.96%；成交额21.6亿；价在MA20上方,
688041,海光信息,芯片智造,AI算力芯片,行业龙头、产能领先、国产替代,27.956427665448036,150.31015106181127,66.0,54.3,81.2,399.54,基本面66.0 | 短线54.3 | 中期81.2 | AI算力芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.6%，盈利壁垒强；ROE 3.0%偏低；营收同比68.1%；利润同比35.8% | 月涨幅分位80%；换手率1.30%；成交额105.9亿；价在MA20上方,
688795,摩尔线程,芯片智造,AI算力芯片,算力芯片核心、国产GPU龙头,8.136193151374439,,68.0,52.3,57.6,773.66,基本面68.0 | 短线52.3 | 中期57.6 | AI算力芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率67.4%，盈利壁垒强；ROE 0.3%偏低；营收同比155.3%；利润同比126.1% | 月涨幅分位51%；换手率8.00%；成交额16.1亿；价在MA20上方,
688047,龙芯中科,芯片智造,AI算力芯片,国产CPU龙头、技术自主,5.580693815987936,13.923020587517287,56.0,16.4,21.5,133.5,基本面56.0 | 短线16.4 | 中期21.5 | AI算力芯片、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率34.9%，盈利能力良好；ROE -4.7%偏低；营收同比8.0%；利润同比24.7% | 月涨幅分位47%；换手率1.80%；成交额10.1亿；价在MA20下方,
300474,景嘉微,芯片智造,AI算力芯片、DSP芯片,推理芯片核心、国产DSP龙头、机构重仓,12.470112194224757,-13.299305260172979,55.0,64.9,40.7,57.56,基本面55.0 | 短线64.9 | 中期40.7 | AI算力芯片、龙头、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率61.7%，盈利壁垒强；ROE -0.8%偏低；营收同比-17.9%；利润同比-2.3% | 月涨幅分位58%；换手率5.74%；成交额14.0亿；价在MA20上方,
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,47.40941099659561,186.8590616208367,68.0,68.2,83.1,378.2,基本面68.0 | 短线68.2 | 中期83.1 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位90%；换手率5.28%；成交额36.8亿；价在MA20上方,
300260,新莱应材,芯片智造,CMP设备,零部件核心、国产替代,16.725304465493917,176.82926829268294,48.0,45.7,74.4,89.31,基本面48.0 | 短线45.7 | 中期74.4 | CMP设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率22.2%，处于一般水平；ROE 2.4%偏低；营收同比14.1%；利润同比3.6% | 月涨幅分位64%；换手率6.68%；成交额16.5亿；价在MA20上方,
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先、钨/氧抛光液,29.46971892205159,218.57397504456327,66.0,45.0,67.4,103.95,基本面66.0 | 短线45.0 | 中期67.4 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位81%；换手率6.96%；成交额45.6亿；价在MA20下方,
