股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),港股代码,基本面打分,短线打分,长线打分,目标价,备注
688525,佰维存储,芯片智造,存储芯片,核心供应商、技术领先,18.95,342.49,无,74.0,42.1,34.3,273.46,基本面74.0 | 短线42.1 | 中期34.3 | 存储芯片、技术领先、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率53.3%，盈利壁垒强；ROE 42.0%；营收同比341.5%；利润同比1567.9% | 月涨幅分位39%；换手率9.48%；成交额110.0亿；价在MA20下方
301308,江波龙,芯片智造,存储芯片,核心供应商、技术突破,47.8,196.53,无,74.0,43.9,37.9,425.68,基本面74.0 | 短线43.9 | 中期37.9 | 存储芯片、技术突破、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 39.4%；营收同比132.8%；利润同比2644.0% | 月涨幅分位78%；换手率6.98%；成交额76.4亿；价在MA20下方
603986,兆易创新,芯片智造,存储芯片,行业龙头、产能领先、国产替代,72.97,293.44,03986,70.0,54.9,52.3,502.31,基本面70.0 | 短线54.9 | 中期52.3 | 存储芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率57.1%，盈利壁垒强；ROE 6.1%；营收同比119.4%；利润同比522.8% | 月涨幅分位92%；换手率10.66%；成交额322.6亿；价在MA20下方
300604,长川科技,芯片智造,刻蚀设备,测试核心、国产替代,39.37,233.86,无,69.0,44.0,72.7,313.47,基本面69.0 | 短线44.0 | 中期72.7 | 刻蚀设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.8%，盈利壁垒强；ROE 7.2%；营收同比69.1%；利润同比217.6% | 月涨幅分位68%；换手率7.40%；成交额99.3亿；价在MA20下方
300042,朗科科技,芯片智造,存储芯片,核心供应商、国产替代,32.34,178.89,无,58.0,34.6,33.0,41.55,基本面58.0 | 短线34.6 | 中期33.0 | 存储芯片、国产替代、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率25.2%，处于一般水平；ROE 7.5%；营收同比107.8%；利润同比744.4% | 月涨幅分位61%；换手率9.81%；成交额8.2亿；价在MA20下方
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先,28.77,177.33,无,66.0,37.3,49.8,73.56,基本面66.0 | 短线37.3 | 中期49.8 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位55%；换手率7.21%；成交额36.4亿；价在MA20下方
603083,剑桥科技,光模块,高速光模块、LPO模块,弹性龙头、业绩高增、北美订单、资金关注,22.87,84.77,06166,58.0,34.0,42.4,169.43,基本面58.0 | 短线34.0 | 中期42.4 | 高速光模块、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率29.3%，处于一般水平；ROE 1.6%偏低；营收同比44.0%；利润同比276.4% | 月涨幅分位45%；换手率8.21%；成交额37.1亿；价在MA20下方
300308,中际旭创,光模块,高速光模块、硅光模块、LPO模块、CPO光引擎,全球龙头、英伟达核心、技术标杆、机构重仓,25.45,100.33,无,71.0,32.5,57.6,1147.02,基本面71.0 | 短线32.5 | 中期57.6 | CPO光引擎、高速光模块、硅光模块、全球龙头、龙头、技术标杆、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率46.1%，盈利能力优秀；ROE 17.5%；营收同比192.1%；利润同比262.3% | 月涨幅分位48%；换手率4.09%；成交额460.9亿；价在MA20下方
688072,拓荆科技,芯片智造,薄膜沉积、韬定律、键合,PECVD龙头、产能领先,73.44,152.37,无,67.0,41.4,73.4,747.51,基本面67.0 | 短线41.4 | 中期73.4 | 薄膜沉积、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率41.7%，盈利能力优秀；ROE 8.2%；营收同比57.0%；利润同比488.3% | 月涨幅分位93%；换手率3.76%；成交额70.9亿；价在MA20下方
688498,源杰科技,光模块,高速光芯片,光芯片龙头、EML量产、技术壁垒、国产核心,16.77,289.62,无,70.0,38.0,72.1,1650.7,基本面70.0 | 短线38.0 | 中期72.1 | 高速光芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率77.8%，盈利壁垒强；ROE 7.4%；营收同比320.9%；利润同比1153.1% | 月涨幅分位34%；换手率7.12%；成交额126.5亿；价在MA20下方
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,27.12,82.24,无,68.0,28.2,45.2,238.21,基本面68.0 | 短线28.2 | 中期45.2 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位52%；换手率5.13%；成交额27.0亿；价在MA20下方
000988,华工科技,光模块,高速光模块,全能龙头、NPO落地、国资背景、协同布局,38.64,123.86,无,54.0,38.4,36.6,111.13,基本面54.0 | 短线38.4 | 中期36.6 | 高速光模块、龙头、国资背景；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.8%，利润垫偏薄；ROE 5.6%；营收同比27.1%；利润同比55.8% | 月涨幅分位67%；换手率6.62%；成交额73.4亿；价在MA20下方
002281,光迅科技,光模块,硅光模块、高速光芯片、光纤光缆,国家队龙头、全产业链、双轨覆盖、技术储备,57.5,237.3,无,56.0,44.6,55.4,188.19,基本面56.0 | 短线44.6 | 中期55.4 | 硅光模块、高速光芯片、光纤光缆、国家队龙头、龙头、全产业链；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率26.8%，处于一般水平；ROE 2.4%偏低；营收同比24.8%；利润同比59.8% | 月涨幅分位87%；换手率5.87%；成交额80.7亿；价在MA20下方
688313,仕佳光子,光模块,硅光模块,硅光黑马、无源龙头、自主可控、技术壁垒,8.01,98.12,无,62.0,25.3,28.9,111.81,基本面62.0 | 短线25.3 | 中期28.9 | 硅光模块、龙头、自主可控；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率34.1%，盈利能力良好；ROE 7.2%；营收同比32.2%；利润同比24.7% | 月涨幅分位19%；换手率6.56%；成交额34.5亿；价在MA20下方
000021,深科技,芯片智造,存储芯片,存储连接芯片、核心供应商、国产替代,52.44,134.88,无,46.0,46.0,41.5,35.25,基本面46.0 | 短线46.0 | 中期41.5 | 存储芯片、国产替代、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率17.1%，利润垫偏薄；ROE 1.8%偏低；营收同比10.7%；利润同比35.3% | 月涨幅分位81%；换手率10.18%；成交额59.8亿；价在MA20下方
688008,澜起科技,芯片智造,存储芯片,内存接口龙头、技术标杆,62.39,151.32,06889,68.0,46.4,44.1,213.83,基本面68.0 | 短线46.4 | 中期44.1 | 存储芯片、龙头、技术标杆；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率69.8%，盈利壁垒强；ROE 5.4%；营收同比19.5%；利润同比61.3% | 月涨幅分位90%；换手率6.74%；成交额145.5亿；价在MA20下方
300666,江丰电子,芯片智造,靶材,高纯靶材龙头、产能领先,17.64,317.46,无,58.0,40.7,50.1,209.8,基本面58.0 | 短线40.7 | 中期50.1 | 龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.9%，盈利能力良好；ROE 4.1%偏低；营收同比30.5%；利润同比33.4% | 月涨幅分位37%；换手率10.52%；成交额48.7亿；价在MA20下方
300502,新易盛,光模块,高速光模块、LPO模块、硅光模块,全球第二、北美核心、LPO标杆、高毛利,29.36,81.38,无,69.0,35.7,70.8,594.99,基本面69.0 | 短线35.7 | 中期70.8 | 高速光模块、硅光模块、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率49.2%，盈利能力优秀；ROE 14.5%；营收同比105.8%；利润同比76.8% | 月涨幅分位56%；换手率5.44%；成交额345.3亿；价在MA20下方
300346,南大光电,芯片智造,光刻胶,ArF龙头、产能领先,5.48,111.17,无,59.0,31.9,33.0,51.43,基本面59.0 | 短线31.9 | 中期33.0 | 光刻胶、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率41.9%，盈利能力优秀；ROE 3.5%偏低；营收同比5.5%；利润同比30.0% | 月涨幅分位15%；换手率11.01%；成交额38.9亿；价在MA20下方
