股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),基本面打分,短线打分,长线打分,目标价,备注,是否持仓股
688256,寒武纪,芯片智造,AI算力芯片,训练芯片核心、技术标杆,-0.4341747001251117,246.6208946047036,70.0,38.5,63.1,1568.06,基本面70.0 | 短线38.5 | 中期63.1 | AI算力芯片、技术标杆、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.3%，盈利壁垒强；ROE 8.2%；营收同比159.6%；利润同比185.0% | 月涨幅分位28%；换手率1.62%；成交额140.2亿；价在MA20下方,
688521,芯原股份,芯片智造,AI算力芯片,AI芯片IP核心、国产替代,24.640065816536417,236.2183754993342,54.0,55.3,69.1,296.99,基本面54.0 | 短线55.3 | 中期69.1 | AI算力芯片、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.3%，盈利能力良好；ROE -10.4%偏低；营收同比114.5%；利润同比-54.7% | 月涨幅分位68%；换手率4.09%；成交额66.5亿；价在MA20上方,
688802,沐曦股份,芯片智造,AI算力芯片,算力芯片核心、技术突破,1.9439458787795072,,67.0,43.3,57.7,845.33,基本面67.0 | 短线43.3 | 中期57.7 | AI算力芯片、技术突破、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率60.1%，盈利壁垒强；ROE -0.8%偏低；营收同比75.4%；利润同比57.5% | 月涨幅分位32%；换手率9.67%；成交额13.2亿；价在MA20下方,
688041,海光信息,芯片智造,AI算力芯片,行业龙头、产能领先、国产替代,13.9116432122103,142.7633542226201,66.0,47.5,74.0,371.04,基本面66.0 | 短线47.5 | 中期74.0 | AI算力芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.6%，盈利壁垒强；ROE 3.0%偏低；营收同比68.1%；利润同比35.8% | 月涨幅分位52%；换手率1.25%；成交额95.1亿；价在MA20上方,
688795,摩尔线程,芯片智造,AI算力芯片,算力芯片核心、国产GPU龙头,-1.8567356209698405,,68.0,26.2,28.5,685.21,基本面68.0 | 短线26.2 | 中期28.5 | AI算力芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率67.4%，盈利壁垒强；ROE 0.3%偏低；营收同比155.3%；利润同比126.1% | 月涨幅分位24%；换手率6.74%；成交额13.2亿；价在MA20下方,
688047,龙芯中科,芯片智造,AI算力芯片,国产CPU龙头、技术自主,-2.981242422081165,12.747617074181505,56.0,21.9,19.5,130.3,基本面56.0 | 短线21.9 | 中期19.5 | AI算力芯片、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率34.9%，盈利能力良好；ROE -4.7%偏低；营收同比8.0%；利润同比24.7% | 月涨幅分位21%；换手率2.79%；成交额15.6亿；价在MA20下方,
300474,景嘉微,芯片智造,AI算力芯片、DSP芯片,推理芯片核心、国产DSP龙头、机构重仓,-1.5482539136418505,-17.201967592592602,55.0,43.0,27.9,50.52,基本面55.0 | 短线43.0 | 中期27.9 | AI算力芯片、龙头、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率61.7%，盈利壁垒强；ROE -0.8%偏低；营收同比-17.9%；利润同比-2.3% | 月涨幅分位25%；换手率3.69%；成交额8.7亿；价在MA20上方,
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,31.024471173786814,168.31823329558327,68.0,58.8,68.5,327.87,基本面68.0 | 短线58.8 | 中期68.5 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位76%；换手率5.57%；成交额36.5亿；价在MA20上方,
300260,新莱应材,芯片智造,CMP设备,零部件核心、国产替代,50.82372322899504,217.22106722106722,48.0,64.8,79.9,98.42,基本面48.0 | 短线64.8 | 中期79.9 | CMP设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率22.2%，处于一般水平；ROE 2.4%偏低；营收同比14.1%；利润同比3.6% | 月涨幅分位91%；换手率6.51%；成交额17.3亿；价在MA20上方,
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先、钨/氧抛光液,22.619372442019102,231.41592920353978,66.0,56.7,76.3,107.73,基本面66.0 | 短线56.7 | 中期76.3 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位66%；换手率6.34%；成交额42.7亿；价在MA20上方,
