股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),港股代码,基本面打分,短线打分,长线打分,目标价,备注
688525,佰维存储,芯片智造,存储芯片,核心供应商、技术领先,18.95,342.49,无,92.0,74.5,92.8,744.96,基本面92.0 | 短线74.5 | 中期92.8 | 存储芯片、技术领先、核心供应商、核心；总市值2391亿，弹性或空间略受限；PE(TTM)20.6倍，增速能部分消化估值；毛利率53.3%，盈利壁垒强；ROE 42.0%；营收同比341.5%；利润同比1567.9% | 月涨幅分位39%；换手率8.46%；成交额198.1亿；价在MA20上方
301308,江波龙,芯片智造,存储芯片,核心供应商、技术突破,47.8,196.53,无,89.0,80.0,92.5,1060.43,基本面89.0 | 短线80.0 | 中期92.5 | 存储芯片、技术突破、核心供应商、核心；总市值3059亿，体量偏大导致赔率下降；PE(TTM)19.8倍，增速能部分消化估值；毛利率55.5%，盈利壁垒强；ROE 39.4%；营收同比132.8%；利润同比2644.0% | 月涨幅分位78%；换手率8.18%；成交额160.3亿；价在MA20上方
603986,兆易创新,芯片智造,存储芯片,行业龙头、产能领先、国产替代,72.97,293.44,03986,76.0,85.1,98.5,1109.35,基本面76.0 | 短线85.1 | 中期98.5 | 存储芯片、行业龙头、龙头、产能领先、国产替代；总市值5895亿，体量偏大导致赔率下降；PE(TTM)100.8倍，增速能部分消化估值；毛利率57.1%，盈利壁垒强；ROE 6.1%；营收同比119.4%；利润同比522.8% | 月涨幅分位92%；换手率8.10%；成交额431.5亿；价在MA20上方
300604,长川科技,芯片智造,刻蚀设备,测试核心、国产替代,39.37,233.86,无,74.0,76.5,96.0,410.8,基本面74.0 | 短线76.5 | 中期96.0 | 刻蚀设备、国产替代、核心；总市值2144亿，弹性或空间略受限；PE(TTM)152.0倍，增速能部分消化估值；毛利率56.8%，盈利壁垒强；ROE 7.2%；营收同比69.1%；利润同比217.6% | 月涨幅分位68%；换手率7.29%；成交额116.9亿；价在MA20上方
300042,朗科科技,芯片智造,存储芯片,核心供应商、国产替代,32.34,178.89,无,81.0,61.7,83.7,96.74,基本面81.0 | 短线61.7 | 中期83.7 | 存储芯片、国产替代、核心供应商、核心；总市值143亿，处于进可攻退可守区间；PE(TTM)43.7倍，增速能部分消化估值；毛利率25.2%，处于一般水平；ROE 7.5%；营收同比107.8%；利润同比744.4% | 月涨幅分位61%；换手率12.36%；成交额17.2亿；价在MA20上方
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先,28.77,177.33,无,78.0,74.1,88.5,134.28,基本面78.0 | 短线74.1 | 中期88.5 | CMP设备、龙头、产能领先；总市值991亿，体量适中；PE(TTM)98.7倍，增速能部分消化估值；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位55%；换手率10.11%；成交额74.8亿；价在MA20上方
603083,剑桥科技,光模块,高速光模块、LPO模块,弹性龙头、业绩高增、北美订单、资金关注,22.87,84.77,06166,66.0,60.8,88.7,284.85,基本面66.0 | 短线60.8 | 中期88.7 | 高速光模块、龙头；总市值912亿，体量适中；PE(TTM)192.8倍，增速能部分消化估值；毛利率29.3%，处于一般水平；ROE 1.6%偏低；营收同比44.0%；利润同比276.4% | 月涨幅分位45%；换手率9.10%；成交额62.2亿；价在MA20上方
300308,中际旭创,光模块,高速光模块、硅光模块、LPO模块、CPO光引擎,全球龙头、英伟达核心、技术标杆、机构重仓,25.45,100.33,无,81.0,35.2,72.0,1525.37,基本面81.0 | 短线35.2 | 中期72.0 | CPO光引擎、高速光模块、硅光模块、全球龙头、龙头、技术标杆、机构重仓、核心；总市值13606亿，体量偏大导致赔率下降；PE(TTM)59.3倍，增速能部分消化估值；毛利率46.1%，盈利能力优秀；ROE 17.5%；营收同比192.1%；利润同比262.3% | 月涨幅分位48%；换手率3.18%；成交额426.3亿；价在MA20下方
688072,拓荆科技,芯片智造,薄膜沉积、韬定律、键合,PECVD龙头、产能领先,73.44,152.37,无,76.0,71.5,89.7,1067.16,基本面76.0 | 短线71.5 | 中期89.7 | 薄膜沉积、龙头、产能领先；总市值2352亿，弹性或空间略受限；PE(TTM)103.0倍，增速能部分消化估值；毛利率41.7%，盈利能力优秀；ROE 8.2%；营收同比57.0%；利润同比488.3% | 月涨幅分位93%；换手率0.00%；成交额66.9亿；价在MA20上方
688498,源杰科技,光模块,高速光芯片,光芯片龙头、EML量产、技术壁垒、国产核心,16.77,289.62,无,72.0,50.3,89.7,1995.37,基本面72.0 | 短线50.3 | 中期89.7 | 高速光芯片、龙头、核心；总市值2147亿，弹性或空间略受限；PE(TTM)299.2倍，增速能部分消化估值；毛利率77.8%，盈利壁垒强；ROE 7.4%；营收同比320.9%；利润同比1153.1% | 月涨幅分位34%；换手率4.61%；成交额96.7亿；价在MA20上方
