股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),基本面打分,短线打分,长线打分,目标价,备注,是否持仓股
688256,寒武纪,芯片智造,AI算力芯片,训练芯片核心、技术标杆,13.129770992366407,265.3395784543326,66.0,67.8,86.1,1830.12,基本面66.0 | 短线67.8 | 中期86.1 | AI算力芯片、技术标杆、核心；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率54.3%，盈利壁垒强；ROE 8.2%；营收同比159.6%；利润同比185.0% | 月涨幅分位34%；换手率2.41%；成交额224.3亿；价在MA20上方,
688521,芯原股份,芯片智造,AI算力芯片,AI芯片IP核心、国产替代,46.653702803435415,310.66364152013614,50.0,73.4,85.2,371.23,基本面50.0 | 短线73.4 | 中期85.2 | AI算力芯片、国产替代、核心；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率32.3%，盈利能力良好；ROE -10.4%偏低；营收同比114.5%；利润同比-54.7% | 月涨幅分位72%；换手率5.35%；成交额99.3亿；价在MA20上方,
688802,沐曦股份,芯片智造,AI算力芯片,算力芯片核心、技术突破,17.385580308274907,,63.0,72.6,72.9,956.39,基本面63.0 | 短线72.6 | 中期72.9 | AI算力芯片、技术突破、核心；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率60.1%，盈利壁垒强；ROE -0.8%偏低；营收同比75.4%；利润同比57.5% | 月涨幅分位40%；换手率18.62%；成交额26.8亿；价在MA20上方,
688041,海光信息,芯片智造,AI算力芯片,行业龙头、产能领先、国产替代,20.78837185553324,159.10186199342826,62.0,64.9,80.3,413.37,基本面62.0 | 短线64.9 | 中期80.3 | AI算力芯片、行业龙头、龙头、产能领先、国产替代；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率55.6%，盈利壁垒强；ROE 3.0%偏低；营收同比68.1%；利润同比35.8% | 月涨幅分位45%；换手率2.00%；成交额164.1亿；价在MA20上方,
688795,摩尔线程,芯片智造,AI算力芯片,算力芯片核心、国产GPU龙头,9.359253499222397,,64.0,66.4,58.2,822.72,基本面64.0 | 短线66.4 | 中期58.2 | AI算力芯片、龙头、核心；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率67.4%，盈利壁垒强；ROE 0.3%偏低；营收同比155.3%；利润同比126.1% | 月涨幅分位28%；换手率11.62%；成交额24.5亿；价在MA20上方,
688047,龙芯中科,芯片智造,AI算力芯片,国产CPU龙头、技术自主,0.7544581618655677,19.314489928525024,52.0,48.3,35.5,149.17,基本面52.0 | 短线48.3 | 中期35.5 | AI算力芯片、龙头；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率34.9%，盈利能力良好；ROE -4.7%偏低；营收同比8.0%；利润同比24.7% | 月涨幅分位18%；换手率2.28%；成交额13.3亿；价在MA20上方,
300474,景嘉微,芯片智造,AI算力芯片、DSP芯片,推理芯片核心、国产DSP龙头、机构重仓,-8.329013305685162,-27.368565169769997,51.0,6.9,13.0,41.64,基本面51.0 | 短线6.9 | 中期13.0 | AI算力芯片、龙头、机构重仓、核心；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率61.7%，盈利壁垒强；ROE -0.8%偏低；营收同比-17.9%；利润同比-2.3% | 月涨幅分位10%；换手率2.92%；成交额6.3亿；价在MA20下方,
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,39.65635738831617,181.18081180811808,64.0,68.1,80.0,358.49,基本面64.0 | 短线68.1 | 中期80.0 | CMP设备、龙头、产能领先；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位66%；换手率6.81%；成交额45.6亿；价在MA20上方,
300260,新莱应材,芯片智造,CMP设备,零部件核心、国产替代,84.21052631578945,255.40308747855914,44.0,82.6,87.1,114.18,基本面44.0 | 短线82.6 | 中期87.1 | CMP设备、国产替代、核心；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率22.2%，处于一般水平；ROE 2.4%偏低；营收同比14.1%；利润同比3.6% | 月涨幅分位92%；换手率16.96%；成交额49.0亿；价在MA20上方,
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先、钨/氧抛光液,55.08499850879809,286.32986627043084,62.0,78.7,88.2,129.11,基本面62.0 | 短线78.7 | 中期88.2 | CMP设备、龙头、产能领先；总市值nan亿，体量偏大导致赔率下降；PE(TTM)nan倍；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位80%；换手率10.11%；成交额74.8亿；价在MA20上方,
