股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),基本面打分,港股代码,短线打分,长线打分,目标价,备注,是否持仓股
688256,寒武纪,芯片智造,AI算力芯片,训练芯片核心、技术标杆,2.564102564102555,201.6958224860709,70.0,,29.9,70.0,1443.17,基本面70.0 | 短线29.9 | 中期72.0 | AI算力芯片、技术标杆、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.3%，盈利壁垒强；ROE 8.2%；营收同比159.6%；利润同比185.0% | 月涨幅分位41%；换手率2.38%；成交额183.8亿；价在MA20下方,
688521,芯原股份,芯片智造,AI算力芯片,AI芯片IP核心、国产替代,-11.66666666666667,162.04345273047562,54.0,,23.2,54.0,196.53,基本面54.0 | 短线23.2 | 中期43.5 | AI算力芯片、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.3%，盈利能力良好；ROE -10.4%偏低；营收同比114.5%；利润同比-54.7% | 月涨幅分位17%；换手率4.45%；成交额53.5亿；价在MA20下方,
688802,沐曦股份,芯片智造,AI算力芯片,算力芯片核心、技术突破,-2.8601383937932545,,67.0,,29.8,67.0,772.44,基本面67.0 | 短线29.8 | 中期51.2 | AI算力芯片、技术突破、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率60.1%，盈利壁垒强；ROE -0.8%偏低；营收同比75.4%；利润同比57.5% | 月涨幅分位35%；换手率15.75%；成交额20.6亿；价在MA20下方,
688041,海光信息,芯片智造,AI算力芯片,行业龙头、产能领先、国产替代,-7.593808785188605,97.33596447952641,66.0,,44.0,66.0,307.66,基本面66.0 | 短线44.0 | 中期55.9 | AI算力芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.6%，盈利壁垒强；ROE 3.0%偏低；营收同比68.1%；利润同比35.8% | 月涨幅分位27%；换手率2.12%；成交额143.3亿；价在MA20下方,
688795,摩尔线程,芯片智造,AI算力芯片,算力芯片核心、国产GPU龙头,-8.099524354265764,,68.0,,27.4,68.0,651.15,基本面68.0 | 短线27.4 | 中期28.7 | AI算力芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率67.4%，盈利壁垒强；ROE 0.3%偏低；营收同比155.3%；利润同比126.1% | 月涨幅分位26%；换手率12.35%；成交额23.6亿；价在MA20下方,
688047,龙芯中科,芯片智造,AI算力芯片,国产CPU龙头、技术自主,-12.139017377172134,12.556053811659208,56.0,,32.7,56.0,138.29,基本面56.0 | 短线32.7 | 中期24.4 | AI算力芯片、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率34.9%，盈利能力良好；ROE -4.7%偏低；营收同比8.0%；利润同比24.7% | 月涨幅分位15%；换手率3.88%；成交额22.2亿；价在MA20下方,
300474,景嘉微,芯片智造,AI算力芯片、DSP芯片,推理芯片核心、国产DSP龙头、机构重仓,-21.20977722772277,-24.436201780415434,55.0,,3.9,55.0,40.0,基本面55.0 | 短线3.9 | 中期8.5 | AI算力芯片、龙头、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率61.7%，盈利壁垒强；ROE -0.8%偏低；营收同比-17.9%；利润同比-2.3% | 月涨幅分位3%；换手率2.98%；成交额6.3亿；价在MA20下方,
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,5.862425896301882,119.7265625,68.0,,48.1,68.0,253.74,基本面68.0 | 短线48.1 | 中期63.8 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位49%；换手率6.07%；成交额32.3亿；价在MA20下方,
300260,新莱应材,芯片智造,CMP设备,零部件核心、国产替代,15.308213778968938,117.35512630014861,48.0,,75.5,48.0,79.38,基本面48.0 | 短线75.5 | 中期77.0 | CMP设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率22.2%，处于一般水平；ROE 2.4%偏低；营收同比14.1%；利润同比3.6% | 月涨幅分位63%；换手率13.17%；成交额29.4亿；价在MA20上方,
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先、钨/氧抛光液,13.361079219288152,180.8034127266264,66.0,,72.5,66.0,98.97,基本面66.0 | 短线72.5 | 中期91.6 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位62%；换手率12.04%；成交额74.9亿；价在MA20上方,
688120,华海清科,芯片智造,CMP设备、韬定律,行业龙头、产能领先,-3.629602472110205,153.1645569620253,61.0,,43.7,61.0,197.15,基本面61.0 | 短线43.7 | 中期71.2 | CMP设备、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率42.3%，盈利能力优秀；ROE 3.3%偏低；营收同比31.7%；利润同比5.9% | 月涨幅分位33%；换手率3.90%；成交额36.7亿；价在MA20下方,
300394,天孚通信,光模块,CPO光引擎,CPO龙头、封装核心、绑定头部、高毛利,-1.4970899656405745,576.9879518072289,68.0,,35.9,68.0,309.85,基本面68.0 | 短线35.9 | 中期60.5 | CPO光引擎、龙头、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.6%，盈利壁垒强；ROE 8.6%；营收同比40.8%；利润同比45.8% | 月涨幅分位36%；换手率4.36%；成交额138.6亿；价在MA20下方,
688296,和林微纳,光模块,DSP芯片、韬定律,高速DSP核心、技术研发、高壁垒、高毛利、芯片探针,-17.312499999999996,8.088235294117641,51.0,,2.3,51.0,11.64,基本面51.0 | 短线2.3 | 中期23.8 | 高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率35.2%，盈利能力良好；ROE -2.2%偏低；营收同比17.1%；利润同比11.4% | 月涨幅分位5%；换手率1.99%；成交额0.3亿；价在MA20下方,
301269,华大九天,芯片智造,EDA软件,,-1.0152815574628549,-28.916115453998803,45.0,,13.0,45.0,76.2,基本面45.0 | 短线13.0 | 中期29.4 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率78.8%，盈利壁垒强；ROE -1.4%偏低；营收同比9.6%；利润同比-851.5% | 月涨幅分位38%；换手率2.68%；成交额14.1亿；价在MA20下方,
688206,概伦电子,芯片智造,EDA软件,,5.939226519337004,38.24801730353282,45.0,,15.0,45.0,32.36,基本面45.0 | 短线15.0 | 中期46.9 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率86.2%，盈利壁垒强；ROE -0.6%偏低；营收同比10.1%；利润同比-917.2% | 月涨幅分位50%；换手率3.33%；成交额5.7亿；价在MA20下方,
301095,广立微,芯片智造,EDA软件,,-17.53030036887405,65.8131732297369,54.0,,16.6,54.0,95.58,基本面54.0 | 短线16.6 | 中期57.0 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.1%，盈利壁垒强；ROE -0.3%偏低；营收同比58.5%；利润同比21.9% | 月涨幅分位5%；换手率9.71%；成交额16.4亿；价在MA20下方,
000636,风华高科,芯片智造,MLCC,,118.96296296296293,345.1807228915663,38.0,,75.1,38.0,66.48,基本面38.0 | 短线75.1 | 中期94.4 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率16.8%，利润垫偏薄；ROE 0.7%偏低；营收同比18.9%；利润同比37.1% | 月涨幅分位100%；换手率18.75%；成交额131.1亿；价在MA20上方,是
300408,三环集团,芯片智造,MLCC,,47.60793465577595,293.8356164383562,51.0,,51.7,51.0,143.08,基本面51.0 | 短线51.7 | 中期92.5 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率43.5%，盈利能力优秀；ROE 3.6%偏低；营收同比46.3%；利润同比48.5% | 月涨幅分位90%；换手率3.22%；成交额77.8亿；价在MA20上方,
002484,江海科技,芯片智造,MLCC,,67.6294615225913,337.2981700753499,40.0,,56.2,40.0,85.24,基本面40.0 | 短线56.2 | 中期87.4 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率25.9%，处于一般水平；ROE 2.5%偏低；营收同比19.5%；利润同比6.6% | 月涨幅分位95%；换手率6.66%；成交额45.8亿；价在MA20上方,
301013,利和兴,PCB,MLCC,,78.42862153630304,181.8282548476454,42.0,,67.8,42.0,58.18,基本面42.0 | 短线67.8 | 中期82.5 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.6%，利润垫偏薄；ROE 0.5%偏低；营收同比117.0%；利润同比166.1% | 月涨幅分位98%；换手率30.26%；成交额30.5亿；价在MA20上方,
600367,红星发展,PCB,MLCC,,112.63031275060142,306.6717791411043,33.0,,78.2,33.0,52.33,基本面33.0 | 短线78.2 | 中期92.0 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率23.7%，处于一般水平；ROE 1.2%偏低；营收同比-11.2%；利润同比-2.3% | 月涨幅分位100%；换手率20.29%；成交额35.5亿；价在MA20上方,
000117,天利控股集团,PCB,MLCC,,,,25.0,,30.0,25.0,,基本面25.0 | 短线30.0 | 中期22.5 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan% | 月涨幅分位50%；换手率缺失；成交额缺失,
000894,万裕科技,PCB,MLCC,,,,25.0,,30.0,25.0,,基本面25.0 | 短线30.0 | 中期22.5 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan% | 月涨幅分位50%；换手率缺失；成交额缺失,
002859,洁美科技,PCB,MLCC,材料,46.43065551449135,317.06371191135736,46.0,,50.8,46.0,82.18,基本面46.0 | 短线50.8 | 中期82.2 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.6%，盈利能力良好；ROE 1.5%偏低；营收同比22.5%；利润同比41.6% | 月涨幅分位90%；换手率7.06%；成交额22.0亿；价在MA20上方,
300285,国瓷材料,PCB,MLCC,材料,43.62570117287099,244.9479485609308,42.0,,70.8,42.0,59.83,基本面42.0 | 短线70.8 | 中期79.5 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率36.7%，盈利能力良好；ROE 2.0%偏低；营收同比9.1%；利润同比4.8% | 月涨幅分位88%；换手率19.89%；成交额97.8亿；价在MA20上方,是
600392,盛合资源,PCB,MLCC,氧化镝,2.6252983293556076,122.41379310344831,38.0,,71.8,38.0,27.97,基本面38.0 | 短线71.8 | 中期56.8 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率12.8%，利润垫偏薄；ROE 2.6%偏低；营收同比13.1%；利润同比94.5% | 月涨幅分位42%；换手率9.66%；成交额44.2亿；价在MA20上方,
002885,京泉华,芯片智造,SST固态变压器,高频变压器,-13.148148148148142,174.67057101024892,38.0,,13.3,38.0,37.02,基本面38.0 | 短线13.3 | 中期51.9 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率14.6%，利润垫偏薄；ROE 2.0%偏低；营收同比6.1%；利润同比69.2% | 月涨幅分位13%；换手率4.74%；成交额4.3亿；价在MA20下方,
