股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),港股代码,基本面打分,短线打分,长线打分,目标价,备注
300308,中际旭创,光模块,高速光模块、硅光模块、LPO模块、CPO光引擎,全球龙头、英伟达核心、技术标杆、机构重仓,,,,71.0,68.0,80.4,1369.15,基本面71.0 | 短线68.0 | 中期80.4 | CPO光引擎、高速光模块、硅光模块、全球龙头、龙头、技术标杆、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率46.1%，盈利能力优秀；ROE 17.5%；营收同比192.1%；利润同比262.3% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300502,新易盛,光模块,高速光模块、LPO模块、硅光模块,全球第二、北美核心、LPO标杆、高毛利,,,,69.0,70.0,79.3,864.57,基本面69.0 | 短线70.0 | 中期79.3 | 高速光模块、硅光模块、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率49.2%，盈利能力优秀；ROE 14.5%；营收同比105.8%；利润同比76.8% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688256,寒武纪,芯片智造,AI算力芯片,训练芯片核心、技术标杆,,,,70.0,70.0,77.7,1743.1,基本面70.0 | 短线70.0 | 中期77.7 | AI算力芯片、技术标杆、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.3%，盈利壁垒强；ROE 8.2%；营收同比159.6%；利润同比185.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
603986,兆易创新,芯片智造,存储芯片,行业龙头、产能领先、国产替代,,,3986.0,70.0,66.0,80.1,649.46,基本面70.0 | 短线66.0 | 中期80.1 | 存储芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率57.1%，盈利壁垒强；ROE 6.1%；营收同比119.4%；利润同比522.8% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688008,澜起科技,芯片智造,存储芯片,内存接口龙头、技术标杆,,,6889.0,68.0,70.0,77.4,334.32,基本面68.0 | 短线70.0 | 中期77.4 | 存储芯片、龙头、技术标杆；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率69.8%，盈利壁垒强；ROE 5.4%；营收同比19.5%；利润同比61.3% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688072,拓荆科技,芯片智造,薄膜沉积、韬定律、键合,PECVD龙头、产能领先,,,,67.0,66.0,82.0,920.62,基本面67.0 | 短线66.0 | 中期82.0 | 薄膜沉积、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率41.7%，盈利能力优秀；ROE 8.2%；营收同比57.0%；利润同比488.3% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先,,,,66.0,70.0,78.0,97.21,基本面66.0 | 短线70.0 | 中期78.0 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300604,长川科技,芯片智造,刻蚀设备,测试核心、国产替代,,,,69.0,62.0,79.9,287.83,基本面69.0 | 短线62.0 | 中期79.9 | 刻蚀设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.8%，盈利壁垒强；ROE 7.2%；营收同比69.1%；利润同比217.6% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
002463,沪电股份,芯片智造,PCB、ABF载板,高速PCB龙头、ABF领先、产能规模大、客户优质,,,,64.0,68.0,77.6,161.53,基本面64.0 | 短线68.0 | 中期77.6 | ABF载板、PCB、龙头、客户优质；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率35.6%，盈利能力良好；ROE 7.8%；营收同比53.9%；利润同比62.9% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,,,,68.0,70.0,68.5,396.98,基本面68.0 | 短线70.0 | 中期68.5 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688041,海光信息,芯片智造,AI算力芯片,行业龙头、产能领先、国产替代,,,,66.0,68.0,71.1,397.52,基本面66.0 | 短线68.0 | 中期71.1 | AI算力芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.6%，盈利壁垒强；ROE 3.0%偏低；营收同比68.1%；利润同比35.8% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688630,芯碁微装,芯片智造,光刻设备、韬定律,芯片测试,,,,59.0,70.0,78.1,352.21,基本面59.0 | 短线70.0 | 中期78.1 | 光刻设备；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率40.9%，盈利能力优秀；ROE 4.6%偏低；营收同比112.5%；利润同比109.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688700,东威科技,芯片智造,薄膜沉积、韬定律,,,,,56.0,70.0,81.5,100.96,基本面56.0 | 短线70.0 | 中期81.5 | 薄膜沉积；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率37.3%，盈利能力良好；ROE 2.4%偏低；营收同比44.5%；利润同比160.6% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
603083,剑桥科技,光模块,高速光模块、LPO模块,弹性龙头、业绩高增、北美订单、资金关注,,,6166.0,58.0,70.0,78.8,245.03,基本面58.0 | 短线70.0 | 中期78.8 | 高速光模块、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率29.3%，处于一般水平；ROE 1.6%偏低；营收同比44.0%；利润同比276.4% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
002384,东山精密,光模块,高速光模块、CPO光引擎、PCB,体量最大、光芯片布局、CPO配套、产能领先,,,,56.0,66.0,84.5,264.11,基本面56.0 | 短线66.0 | 中期84.5 | CPO光引擎、高速光模块、PCB、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.3%，利润垫偏薄；ROE 5.0%；营收同比52.7%；利润同比143.5% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688146,中船特气,芯片智造,电子特气,行业核心、国产替代,,,,53.0,70.0,84.7,157.61,基本面53.0 | 短线70.0 | 中期84.7 | 电子特气、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率30.2%，盈利能力良好；ROE 1.7%偏低；营收同比36.0%；利润同比16.9% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300394,天孚通信,光模块,CPO光引擎,CPO龙头、封装核心、绑定头部、高毛利,,,,68.0,62.0,71.1,473.14,基本面68.0 | 短线62.0 | 中期71.1 | CPO光引擎、龙头、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.6%，盈利壁垒强；ROE 8.6%；营收同比40.8%；利润同比45.8% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
000988,华工科技,光模块,高速光模块,全能龙头、NPO落地、国资背景、协同布局,,,,54.0,70.0,81.4,202.14,基本面54.0 | 短线70.0 | 中期81.4 | 高速光模块、龙头、国资背景；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.8%，利润垫偏薄；ROE 5.6%；营收同比27.1%；利润同比55.8% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688120,华海清科,芯片智造,CMP设备、韬定律,行业龙头、产能领先,,,,61.0,66.0,75.2,328.11,基本面61.0 | 短线66.0 | 中期75.2 | CMP设备、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率42.3%，盈利能力优秀；ROE 3.3%偏低；营收同比31.7%；利润同比5.9% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
603203,快克智能,芯片智造,先进封装、韬定律、键合,,,,,56.0,68.0,78.9,76.17,基本面56.0 | 短线68.0 | 中期78.9 | 先进封装；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率49.8%，盈利能力优秀；ROE 5.3%；营收同比33.1%；利润同比16.1% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300236,上海新阳,芯片智造,光刻胶,g线核心、国产替代,,,,61.0,70.0,69.9,125.16,基本面61.0 | 短线70.0 | 中期69.9 | 光刻胶、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率42.2%，盈利能力优秀；ROE 1.9%偏低；营收同比33.0%；利润同比102.6% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
002916,深南电路,芯片智造,PCB、ABF载板,封装基板龙头、国内PCB龙头、产能领先,,,,58.0,68.0,75.8,497.78,基本面58.0 | 短线68.0 | 中期75.8 | ABF载板、PCB、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率29.2%，处于一般水平；ROE 4.8%偏低；营收同比37.9%；利润同比73.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300476,胜宏科技,芯片智造,PCB,高速PCB核心、产能领先、客户优质,,,,60.0,70.0,70.2,450.08,基本面60.0 | 短线70.0 | 中期70.2 | PCB、产能领先、客户优质、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率34.5%，盈利能力良好；ROE 7.6%；营收同比28.0%；利润同比39.9% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688525,佰维存储,芯片智造,存储芯片,核心供应商、技术领先,,,,74.0,40.0,81.2,372.78,基本面74.0 | 短线40.0 | 中期81.2 | 存储芯片、技术领先、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率53.3%，盈利壁垒强；ROE 42.0%；营收同比341.5%；利润同比1567.9% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688143,长盈通,光模块,光纤光缆,光纤光缆核心、军工配套、技术领先、国产替代,,,,52.0,66.0,84.8,146.8,基本面52.0 | 短线66.0 | 中期84.8 | 光纤光缆、技术领先、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率46.3%，盈利能力优秀；ROE 0.4%偏低；营收同比29.5%；利润同比-28.7% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300567,精测电子,芯片智造,刻蚀设备,检测核心、技术领先,,,,56.0,68.0,76.5,240.03,基本面56.0 | 短线68.0 | 中期76.5 | 刻蚀设备、技术领先、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率45.4%，盈利能力优秀；ROE 1.0%偏低；营收同比7.3%；利润同比13.6% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
600183,生益科技,芯片智造,铜箔,ABF铜箔、覆铜板龙头、配套深南/兴森,,,,54.0,66.0,80.2,151.04,基本面54.0 | 短线66.0 | 中期80.2 | 铜箔、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率28.1%，处于一般水平；ROE 6.7%；营收同比45.1%；利润同比105.5% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688603,天承科技,芯片智造,湿电子化学品,,,,,50.0,68.0,82.8,208.88,基本面50.0 | 短线68.0 | 中期82.8 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率37.9%，盈利能力良好；ROE 2.5%偏低；营收同比42.4%；利润同比57.8% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688372,伟测科技,芯片智造,传统封测,测试服务核心、技术领先,,,,55.0,70.0,73.4,207.32,基本面55.0 | 短线70.0 | 中期73.4 | 技术领先、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率35.0%，盈利能力良好；ROE 2.4%偏低；营收同比71.8%；利润同比173.4% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688372,伟测科技,芯片智造,先进封装、韬定律,,,,,55.0,70.0,73.4,207.32,基本面55.0 | 短线70.0 | 中期73.4 | 先进封装；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率35.0%，盈利能力良好；ROE 2.4%偏低；营收同比71.8%；利润同比173.4% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
301308,江波龙,芯片智造,存储芯片,核心供应商、技术突破,,,,74.0,42.0,75.4,648.25,基本面74.0 | 短线42.0 | 中期75.4 | 存储芯片、技术突破、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 39.4%；营收同比132.8%；利润同比2644.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300408,三环集团,芯片智造,MLCC,,,,,51.0,66.0,80.4,131.93,基本面51.0 | 短线66.0 | 中期80.4 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率43.5%，盈利能力优秀；ROE 3.6%偏低；营收同比46.3%；利润同比48.5% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688347,华虹公司,芯片智造,先进制程、韬定律,晶圆代工核心、产能领先、国产替代,,,,52.0,68.0,76.6,259.61,基本面52.0 | 短线68.0 | 中期76.6 | 先进制程、产能领先、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率17.6%，利润垫偏薄；ROE 0.3%偏低；营收同比18.2%；利润同比513.1% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
603773,沃格光电,芯片智造,玻璃基板,光电玻璃龙头、技术壁垒高、产能领先、TGV龙头,,,,43.0,70.0,84.0,90.94,基本面43.0 | 短线70.0 | 中期84.0 | 龙头、技术壁垒高、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率16.7%，利润垫偏薄；ROE -4.7%偏低；营收同比8.5%；利润同比-112.1% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
002436,兴森科技,芯片智造,ABF载板、PCB,ABF载板龙头、封装基板核心、产能领先,,,,52.0,68.0,73.7,44.26,基本面52.0 | 短线68.0 | 中期73.7 | ABF载板、PCB、龙头、产能领先、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.2%，利润垫偏薄；ROE 0.3%偏低；营收同比15.1%；利润同比100.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300458,全志科技,芯片智造,车规芯片,核心供应商、国产替代,,,,65.0,70.0,53.7,43.98,基本面65.0 | 短线70.0 | 中期53.7 | 车规芯片、国产替代、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率40.2%，盈利能力优秀；ROE 6.3%；营收同比47.1%；利润同比121.8% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300346,南大光电,芯片智造,光刻胶,ArF龙头、产能领先,,,,59.0,70.0,61.8,66.92,基本面59.0 | 短线70.0 | 中期61.8 | 光刻胶、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率41.9%，盈利能力优秀；ROE 3.5%偏低；营收同比5.5%；利润同比30.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
002371,北方华创,芯片智造,刻蚀设备、韬定律、键合,行业核心、产能领先、国产替代,,,,59.0,60.0,71.0,729.57,基本面59.0 | 短线60.0 | 中期71.0 | 刻蚀设备、产能领先、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率40.8%，盈利能力优秀；ROE 4.2%偏低；营收同比25.8%；利润同比3.4% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
300373,扬杰科技,芯片智造,功率半导体,行业核心、国产替代、技术领先,,,,56.0,70.0,64.7,109.69,基本面56.0 | 短线70.0 | 中期64.7 | 技术领先、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率36.8%，盈利能力良好；ROE 4.0%偏低；营收同比34.9%；利润同比41.0% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688409,富创精密,芯片智造,薄膜沉积,零部件核心、技术领先,,,,57.0,58.0,73.9,190.95,基本面57.0 | 短线58.0 | 中期73.9 | 薄膜沉积、技术领先、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率27.1%，处于一般水平；ROE 1.3%偏低；营收同比36.8%；利润同比361.5% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
688183,生益电子,芯片智造,PCB,,,,,55.0,62.0,72.8,153.38,基本面55.0 | 短线62.0 | 中期72.8 | PCB；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率35.2%，盈利能力良好；ROE 7.5%；营收同比52.6%；利润同比122.2% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
002409,雅克科技,芯片智造,湿电子化学品,行业龙头、产能领先,,,,52.0,68.0,70.5,132.45,基本面52.0 | 短线68.0 | 中期70.5 | 行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率31.2%，盈利能力良好；ROE 3.3%偏低；营收同比-6.9%；利润同比2.5% | 月涨幅分位50%；换手率缺失；成交额缺失；价在MA20上方
