股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),港股代码,基本面打分,短线打分,长线打分,目标价,备注
688525,佰维存储,芯片智造,存储芯片,核心供应商、技术领先,18.95,342.49,无,74.0,41.8,33.8,264.58,基本面74.0 | 短线41.8 | 中期33.8 | 存储芯片、技术领先、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率53.3%，盈利壁垒强；ROE 42.0%；营收同比341.5%；利润同比1567.9% | 月涨幅分位39%；换手率6.25%；成交额71.0亿；价在MA20下方
301308,江波龙,芯片智造,存储芯片,核心供应商、技术突破,47.8,196.53,无,74.0,45.4,29.7,413.12,基本面74.0 | 短线45.4 | 中期29.7 | 存储芯片、技术突破、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 39.4%；营收同比132.8%；利润同比2644.0% | 月涨幅分位78%；换手率5.38%；成交额56.4亿；价在MA20下方
603986,兆易创新,芯片智造,存储芯片,行业龙头、产能领先、国产替代,72.97,293.44,03986,70.0,55.6,53.2,532.31,基本面70.0 | 短线55.6 | 中期53.2 | 存储芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率57.1%，盈利壁垒强；ROE 6.1%；营收同比119.4%；利润同比522.8% | 月涨幅分位92%；换手率7.56%；成交额228.6亿；价在MA20下方
300604,长川科技,芯片智造,刻蚀设备,测试核心、国产替代,39.37,233.86,无,69.0,68.9,76.6,372.71,基本面69.0 | 短线68.9 | 中期76.6 | 刻蚀设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.8%，盈利壁垒强；ROE 7.2%；营收同比69.1%；利润同比217.6% | 月涨幅分位68%；换手率5.99%；成交额88.0亿；价在MA20下方
300042,朗科科技,芯片智造,存储芯片,核心供应商、国产替代,32.34,178.89,无,58.0,32.5,27.9,43.41,基本面58.0 | 短线32.5 | 中期27.9 | 存储芯片、国产替代、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率25.2%，处于一般水平；ROE 7.5%；营收同比107.8%；利润同比744.4% | 月涨幅分位61%；换手率5.45%；成交额4.6亿；价在MA20下方
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先,28.77,177.33,无,66.0,49.5,52.5,84.14,基本面66.0 | 短线49.5 | 中期52.5 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位55%；换手率4.90%；成交额26.7亿；价在MA20下方
603083,剑桥科技,光模块,高速光模块、LPO模块,弹性龙头、业绩高增、北美订单、资金关注,22.87,84.77,06166,58.0,41.1,48.1,181.95,基本面58.0 | 短线41.1 | 中期48.1 | 高速光模块、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率29.3%，处于一般水平；ROE 1.6%偏低；营收同比44.0%；利润同比276.4% | 月涨幅分位45%；换手率5.40%；成交额25.2亿；价在MA20下方
300308,中际旭创,光模块,高速光模块、硅光模块、LPO模块、CPO光引擎,全球龙头、英伟达核心、技术标杆、机构重仓,25.45,100.33,无,71.0,37.3,59.3,1206.68,基本面71.0 | 短线37.3 | 中期59.3 | CPO光引擎、高速光模块、硅光模块、全球龙头、龙头、技术标杆、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率46.1%，盈利能力优秀；ROE 17.5%；营收同比192.1%；利润同比262.3% | 月涨幅分位48%；换手率1.95%；成交额229.4亿；价在MA20下方
688072,拓荆科技,芯片智造,薄膜沉积、韬定律、键合,PECVD龙头、产能领先,73.44,152.37,无,67.0,75.3,97.4,1006.35,基本面67.0 | 短线75.3 | 中期97.4 | 薄膜沉积、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率41.7%，盈利能力优秀；ROE 8.2%；营收同比57.0%；利润同比488.3% | 月涨幅分位93%；换手率3.20%；成交额70.0亿；价在MA20上方
688498,源杰科技,光模块,高速光芯片,光芯片龙头、EML量产、技术壁垒、国产核心,16.77,289.62,无,70.0,33.6,61.5,1596.28,基本面70.0 | 短线33.6 | 中期61.5 | 高速光芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率77.8%，盈利壁垒强；ROE 7.4%；营收同比320.9%；利润同比1153.1% | 月涨幅分位34%；换手率3.32%；成交额57.9亿；价在MA20下方
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,27.12,82.24,无,68.0,43.6,63.1,287.17,基本面68.0 | 短线43.6 | 中期63.1 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位52%；换手率4.12%；成交额23.6亿；价在MA20下方
000988,华工科技,光模块,高速光模块,全能龙头、NPO落地、国资背景、协同布局,38.64,123.86,无,54.0,36.8,31.8,112.28,基本面54.0 | 短线36.8 | 中期31.8 | 高速光模块、龙头、国资背景；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.8%，利润垫偏薄；ROE 5.6%；营收同比27.1%；利润同比55.8% | 月涨幅分位67%；换手率3.74%；成交额41.1亿；价在MA20下方
002281,光迅科技,光模块,硅光模块、高速光芯片、光纤光缆,国家队龙头、全产业链、双轨覆盖、技术储备,57.5,237.3,无,56.0,52.7,56.2,208.74,基本面56.0 | 短线52.7 | 中期56.2 | 硅光模块、高速光芯片、光纤光缆、国家队龙头、龙头、全产业链；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率26.8%，处于一般水平；ROE 2.4%偏低；营收同比24.8%；利润同比59.8% | 月涨幅分位87%；换手率3.74%；成交额55.4亿；价在MA20下方
688313,仕佳光子,光模块,硅光模块,硅光黑马、无源龙头、自主可控、技术壁垒,8.01,98.12,无,62.0,21.5,28.0,111.05,基本面62.0 | 短线21.5 | 中期28.0 | 硅光模块、龙头、自主可控；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率34.1%，盈利能力良好；ROE 7.2%；营收同比32.2%；利润同比24.7% | 月涨幅分位19%；换手率3.11%；成交额15.9亿；价在MA20下方
000021,深科技,芯片智造,存储芯片,存储连接芯片、核心供应商、国产替代,52.44,134.88,无,46.0,62.2,51.7,43.99,基本面46.0 | 短线62.2 | 中期51.7 | 存储芯片、国产替代、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率17.1%，利润垫偏薄；ROE 1.8%偏低；营收同比10.7%；利润同比35.3% | 月涨幅分位81%；换手率13.32%；成交额85.9亿；价在MA20下方
688008,澜起科技,芯片智造,存储芯片,内存接口龙头、技术标杆,62.39,151.32,06889,68.0,68.1,55.4,275.94,基本面68.0 | 短线68.1 | 中期55.4 | 存储芯片、龙头、技术标杆；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率69.8%，盈利壁垒强；ROE 5.4%；营收同比19.5%；利润同比61.3% | 月涨幅分位90%；换手率5.19%；成交额137.9亿；价在MA20下方
300666,江丰电子,芯片智造,靶材,高纯靶材龙头、产能领先,17.64,317.46,无,58.0,53.0,52.7,247.35,基本面58.0 | 短线53.0 | 中期52.7 | 龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.9%，盈利能力良好；ROE 4.1%偏低；营收同比30.5%；利润同比33.4% | 月涨幅分位37%；换手率7.55%；成交额38.7亿；价在MA20下方
300502,新易盛,光模块,高速光模块、LPO模块、硅光模块,全球第二、北美核心、LPO标杆、高毛利,29.36,81.38,无,69.0,36.0,59.6,544.9,基本面69.0 | 短线36.0 | 中期59.6 | 高速光模块、硅光模块、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率49.2%，盈利能力优秀；ROE 14.5%；营收同比105.8%；利润同比76.8% | 月涨幅分位56%；换手率2.69%；成交额163.2亿；价在MA20下方
300346,南大光电,芯片智造,光刻胶,ArF龙头、产能领先,5.48,111.17,无,59.0,30.3,36.4,54.39,基本面59.0 | 短线30.3 | 中期36.4 | 光刻胶、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率41.9%，盈利能力优秀；ROE 3.5%偏低；营收同比5.5%；利润同比30.0% | 月涨幅分位15%；换手率6.72%；成交额24.0亿；价在MA20下方
688012,中微公司,芯片智造,刻蚀设备、韬定律,行业龙头、技术标杆、产能领先,40.72,149.83,无,62.0,58.8,74.1,459.75,基本面62.0 | 短线58.8 | 中期74.1 | 刻蚀设备、行业龙头、龙头、技术标杆、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率39.9%，盈利能力良好；ROE 4.0%偏低；营收同比34.1%；利润同比197.2% | 月涨幅分位69%；换手率2.81%；成交额101.6亿；价在MA20下方
688120,华海清科,芯片智造,CMP设备、韬定律,行业龙头、产能领先,53.73,195.63,无,61.0,54.5,75.3,289.19,基本面61.0 | 短线54.5 | 中期75.3 | CMP设备、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率42.3%，盈利能力优秀；ROE 3.3%偏低；营收同比31.7%；利润同比5.9% | 月涨幅分位83%；换手率3.14%；成交额41.2亿；价在MA20下方
300236,上海新阳,芯片智造,光刻胶,g线核心、国产替代,13.81,103.49,无,61.0,21.7,37.9,90.95,基本面61.0 | 短线21.7 | 中期37.9 | 光刻胶、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率42.2%，盈利能力优秀；ROE 1.9%偏低；营收同比33.0%；利润同比102.6% | 月涨幅分位31%；换手率3.32%；成交额8.0亿；价在MA20下方
002384,东山精密,光模块,高速光模块、CPO光引擎、PCB,体量最大、光芯片布局、CPO配套、产能领先,18.88,194.85,无,56.0,39.3,55.2,218.17,基本面56.0 | 短线39.3 | 中期55.2 | CPO光引擎、高速光模块、PCB、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.3%，利润垫偏薄；ROE 5.0%；营收同比52.7%；利润同比143.5% | 月涨幅分位38%；换手率5.25%；成交额146.1亿；价在MA20下方
002916,深南电路,芯片智造,PCB、ABF载板,封装基板龙头、国内PCB龙头、产能领先,31.42,88.86,无,58.0,26.4,49.7,356.77,基本面58.0 | 短线26.4 | 中期49.7 | ABF载板、PCB、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率29.2%，处于一般水平；ROE 4.8%偏低；营收同比37.9%；利润同比73.0% | 月涨幅分位59%；换手率1.05%；成交额23.3亿；价在MA20下方
002409,雅克科技,芯片智造,湿电子化学品,行业龙头、产能领先,32.9,181.15,无,52.0,59.2,66.3,162.17,基本面52.0 | 短线59.2 | 中期66.3 | 行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率31.2%，盈利能力良好；ROE 3.3%偏低；营收同比-6.9%；利润同比2.5% | 月涨幅分位62%；换手率13.10%；成交额63.9亿；价在MA20下方
688372,伟测科技,芯片智造,传统封测,测试服务核心、技术领先,16.15,56.03,无,55.0,26.1,25.3,120.36,基本面55.0 | 短线26.1 | 中期25.3 | 技术领先、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率35.0%，盈利能力良好；ROE 2.4%偏低；营收同比71.8%；利润同比173.4% | 月涨幅分位33%；换手率5.59%；成交额11.4亿；价在MA20下方
688146,中船特气,芯片智造,电子特气,行业核心、国产替代,112.1,820.4,无,59.0,72.7,71.0,291.75,基本面59.0 | 短线72.7 | 中期71.0 | 电子特气、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率31.8%，盈利能力良好；ROE 5.9%；营收同比83.1%；利润同比95.6% | 月涨幅分位97%；换手率16.56%；成交额57.1亿；价在MA20下方
600584,长电科技,芯片智造,传统封测、韬定律、先进封装,封测龙头、产能领先、技术标杆,91.94,181.49,无,46.0,63.3,74.2,90.72,基本面46.0 | 短线63.3 | 中期74.2 | 先进封装、龙头、技术标杆、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率14.5%，利润垫偏薄；ROE 1.0%偏低；营收同比-1.8%；利润同比42.7% | 月涨幅分位96%；换手率9.62%；成交额142.1亿；价在MA20下方
600487,亨通光电,光模块,光纤光缆,光纤龙头、光棒自主、全产业链、产能领先,-1.22,341.7,无,54.0,35.1,25.8,53.65,基本面54.0 | 短线35.1 | 中期25.8 | 光纤光缆、龙头、产能领先、全产业链；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率16.0%，利润垫偏薄；ROE 3.4%偏低；营收同比34.1%；利润同比98.5% | 月涨幅分位7%；换手率5.88%；成交额77.6亿；价在MA20下方
300373,扬杰科技,芯片智造,功率半导体,行业核心、国产替代、技术领先,33.63,122.15,无,56.0,29.4,41.0,91.7,基本面56.0 | 短线29.4 | 中期41.0 | 技术领先、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率36.8%，盈利能力良好；ROE 4.0%偏低；营收同比34.9%；利润同比41.0% | 月涨幅分位63%；换手率2.62%；成交额12.9亿；价在MA20下方
688268,华特气体,芯片智造,电子特气,行业龙头、产能领先,-9.89,339.1,无,51.0,28.2,42.7,130.56,基本面51.0 | 短线28.2 | 中期42.7 | 电子特气、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率30.2%，盈利能力良好；ROE 1.7%偏低；营收同比13.7%；利润同比-23.7% | 月涨幅分位3%；换手率6.18%；成交额11.9亿；价在MA20下方
600522,中天科技,芯片智造,铜箔,PET复合铜箔龙头、宁德时代绑定,17.59,224.72,无,46.0,36.6,29.2,30.27,基本面46.0 | 短线36.6 | 中期29.2 | 铜箔、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率15.6%，利润垫偏薄；ROE 2.4%偏低；营收同比34.7%；利润同比46.4% | 月涨幅分位36%；换手率4.95%；成交额53.8亿；价在MA20下方
300620,光库科技,光模块,高速光芯片,全产业链、DFB量产、技术储备、高弹性,9.33,148.69,无,60.0,27.3,34.6,241.59,基本面60.0 | 短线27.3 | 中期34.6 | 高速光芯片、全产业链；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率36.6%，盈利能力良好；ROE 2.0%偏低；营收同比60.8%；利润同比312.5% | 月涨幅分位21%；换手率4.03%；成交额23.3亿；价在MA20下方
688037,芯源微,芯片智造,光刻设备、韬定律、键合,行业龙头、产能领先,44.76,169.1,无,56.0,48.8,73.3,337.14,基本面56.0 | 短线48.8 | 中期73.3 | 光刻设备、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率46.7%，盈利能力优秀；ROE 0.1%偏低；营收同比20.1%；利润同比-24.7% | 月涨幅分位71%；换手率2.94%；成交额20.3亿；价在MA20下方
688256,寒武纪,芯片智造,AI算力芯片,训练芯片核心、技术标杆,47.74,63.08,无,70.0,37.7,58.5,1406.97,基本面70.0 | 短线37.7 | 中期58.5 | AI算力芯片、技术标杆、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.3%，盈利壁垒强；ROE 8.2%；营收同比159.6%；利润同比185.0% | 月涨幅分位77%；换手率1.37%；成交额106.3亿；价在MA20下方
688048,长光华芯,光模块,高速光芯片,激光芯片龙头、技术研发、机构重仓、储备充足,-6.58,233.73,无,62.0,30.1,37.7,309.07,基本面62.0 | 短线30.1 | 中期37.7 | 高速光芯片、龙头、机构重仓；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率30.1%，盈利能力良好；ROE 0.1%偏低；营收同比37.8%；利润同比159.7% | 月涨幅分位4%；换手率5.62%；成交额29.2亿；价在MA20下方
002185,华天科技,芯片智造,传统封测、韬定律,封测核心、技术领先、国产替代,61.85,100.18,无,50.0,61.2,65.5,20.97,基本面50.0 | 短线61.2 | 中期65.5 | 技术领先、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率11.3%，利润垫偏薄；ROE 0.5%偏低；营收同比34.5%；利润同比568.4% | 月涨幅分位89%；换手率15.85%；成交额96.4亿；价在MA20下方
688107,安路科技,芯片智造,车规芯片、DSP芯片,车规FPGA核心、国产DSP核心,53.09,52.39,无,55.0,21.5,25.0,28.04,基本面55.0 | 短线21.5 | 中期25.0 | 车规芯片、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率41.3%，盈利能力优秀；ROE -4.4%偏低；营收同比77.5%；利润同比32.4% | 月涨幅分位82%；换手率1.76%；成交额2.1亿；价在MA20下方
