股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),基本面打分,短线打分,长线打分,目标价,备注,是否持仓股
688256,寒武纪,芯片智造,AI算力芯片,训练芯片核心、技术标杆,24.696181965881394,274.56626241428955,70.0,67.6,86.1,1916.61,基本面70.0 | 短线67.6 | 中期86.1 | AI算力芯片、技术标杆、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.3%，盈利壁垒强；ROE 8.2%；营收同比159.6%；利润同比185.0% | 月涨幅分位65%；换手率2.63%；成交额245.8亿；价在MA20上方,
688521,芯原股份,芯片智造,AI算力芯片,AI芯片IP核心、国产替代,43.77734990372832,254.89306545690215,54.0,72.7,76.7,335.61,基本面54.0 | 短线72.7 | 中期76.7 | AI算力芯片、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.3%，盈利能力良好；ROE -10.4%偏低；营收同比114.5%；利润同比-54.7% | 月涨幅分位85%；换手率4.69%；成交额78.6亿；价在MA20上方,
688802,沐曦股份,芯片智造,AI算力芯片,算力芯片核心、技术突破,41.48126801152738,,67.0,87.5,83.0,1238.89,基本面67.0 | 短线87.5 | 中期83.0 | AI算力芯片、技术突破、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率60.1%，盈利壁垒强；ROE -0.8%偏低；营收同比75.4%；利润同比57.5% | 月涨幅分位82%；换手率29.64%；成交额51.4亿；价在MA20上方,
688041,海光信息,芯片智造,AI算力芯片,行业龙头、产能领先、国产替代,27.67766185407663,163.60603423266608,66.0,64.7,82.2,429.77,基本面66.0 | 短线64.7 | 中期82.2 | AI算力芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.6%，盈利壁垒强；ROE 3.0%偏低；营收同比68.1%；利润同比35.8% | 月涨幅分位69%；换手率1.84%；成交额150.2亿；价在MA20上方,
688795,摩尔线程,芯片智造,AI算力芯片,算力芯片核心、国产GPU龙头,24.89715320059238,,68.0,75.8,62.7,916.19,基本面68.0 | 短线75.8 | 中期62.7 | AI算力芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率67.4%，盈利壁垒强；ROE 0.3%偏低；营收同比155.3%；利润同比126.1% | 月涨幅分位65%；换手率23.24%；成交额51.0亿；价在MA20上方,
688047,龙芯中科,芯片智造,AI算力芯片,国产CPU龙头、技术自主,11.415830546265315,20.79774375503627,56.0,49.6,37.3,155.16,基本面56.0 | 短线49.6 | 中期37.3 | AI算力芯片、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率34.9%，盈利能力良好；ROE -4.7%偏低；营收同比8.0%；利润同比24.7% | 月涨幅分位46%；换手率2.94%；成交额17.0亿；价在MA20上方,
300474,景嘉微,芯片智造,AI算力芯片、DSP芯片,推理芯片核心、国产DSP龙头、机构重仓,17.514548526375062,-13.055555555555554,55.0,64.5,40.9,58.91,基本面55.0 | 短线64.5 | 中期40.9 | AI算力芯片、龙头、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率61.7%，盈利壁垒强；ROE -0.8%偏低；营收同比-17.9%；利润同比-2.3% | 月涨幅分位55%；换手率6.82%；成交额17.1亿；价在MA20上方,
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,58.918669131238445,211.27805937726282,68.0,72.0,83.5,413.71,基本面68.0 | 短线72.0 | 中期83.5 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位91%；换手率5.94%；成交额43.9亿；价在MA20上方,
300260,新莱应材,芯片智造,CMP设备,零部件核心、国产替代,30.315500685871054,196.411856474259,48.0,67.9,81.9,102.95,基本面48.0 | 短线67.9 | 中期81.9 | CMP设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率22.2%，处于一般水平；ROE 2.4%偏低；营收同比14.1%；利润同比3.6% | 月涨幅分位72%；换手率8.31%；成交额21.9亿；价在MA20上方,
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先、钨/氧抛光液,35.27339346110485,238.231148696265,66.0,72.6,84.1,118.85,基本面66.0 | 短线72.6 | 中期84.1 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位75%；换手率7.62%；成交额52.9亿；价在MA20上方,
688120,华海清科,芯片智造,CMP设备、韬定律,行业龙头、产能领先,88.7827900340248,337.6033583513548,61.0,73.4,96.1,401.04,基本面61.0 | 短线73.4 | 中期96.1 | CMP设备、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率42.3%，盈利能力优秀；ROE 3.3%偏低；营收同比31.7%；利润同比5.9% | 月涨幅分位98%；换手率3.87%；成交额59.6亿；价在MA20上方,
300394,天孚通信,光模块,CPO光引擎,CPO龙头、封装核心、绑定头部、高毛利,-7.378978610172959,428.107372106594,68.0,50.8,45.7,297.46,基本面68.0 | 短线50.8 | 中期45.7 | CPO光引擎、龙头、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.6%，盈利壁垒强；ROE 8.6%；营收同比40.8%；利润同比45.8% | 月涨幅分位18%；换手率5.11%；成交额144.7亿；价在MA20下方,
688296,和林微纳,光模块,DSP芯片、韬定律,高速DSP核心、技术研发、高壁垒、高毛利、芯片探针,-9.123823316437363,1.9496344435418367,51.0,38.8,31.9,11.93,基本面51.0 | 短线38.8 | 中期31.9 | 高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率35.2%，盈利能力良好；ROE -2.2%偏低；营收同比17.1%；利润同比11.4% | 月涨幅分位16%；换手率4.83%；成交额0.6亿；价在MA20上方,
301269,华大九天,芯片智造,EDA软件,,27.397543098998646,0.5458693172559981,45.0,69.5,75.6,121.31,基本面45.0 | 短线69.5 | 中期75.6 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率78.8%，盈利壁垒强；ROE -1.4%偏低；营收同比9.6%；利润同比-851.5% | 月涨幅分位68%；换手率5.61%；成交额36.9亿；价在MA20上方,
688206,概伦电子,芯片智造,EDA软件,,36.14179296172617,94.35276861019435,45.0,67.9,82.2,52.67,基本面45.0 | 短线67.9 | 中期82.2 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率86.2%，盈利壁垒强；ROE -0.6%偏低；营收同比10.1%；利润同比-917.2% | 月涨幅分位76%；换手率5.73%；成交额12.7亿；价在MA20上方,
301095,广立微,芯片智造,EDA软件,,20.014601585314985,114.00409150083686,54.0,61.5,80.4,130.26,基本面54.0 | 短线61.5 | 中期80.4 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.1%，盈利壁垒强；ROE -0.3%偏低；营收同比58.5%；利润同比21.9% | 月涨幅分位58%；换手率8.20%；成交额15.8亿；价在MA20上方,
000636,风华高科,芯片智造,MLCC,,7.92029470864033,380.6114839671887,38.0,44.6,77.2,67.31,基本面38.0 | 短线44.6 | 中期77.2 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率16.8%，利润垫偏薄；ROE 0.7%偏低；营收同比18.9%；利润同比37.1% | 月涨幅分位41%；换手率8.11%；成交额58.4亿；价在MA20下方,是
300408,三环集团,芯片智造,MLCC,,1.3712121212121176,314.0160891089109,51.0,30.2,72.3,141.62,基本面51.0 | 短线30.2 | 中期72.3 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率43.5%，盈利能力优秀；ROE 3.6%偏低；营收同比46.3%；利润同比48.5% | 月涨幅分位29%；换手率4.37%；成交额106.0亿；价在MA20下方,
002484,江海科技,芯片智造,MLCC,,3.356164383561655,375.2755905511811,40.0,29.5,76.3,89.35,基本面40.0 | 短线29.5 | 中期76.3 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率25.9%，处于一般水平；ROE 2.5%偏低；营收同比19.5%；利润同比6.6% | 月涨幅分位33%；换手率5.46%；成交额38.9亿；价在MA20下方,
301013,利和兴,PCB,MLCC,,-2.746365105008075,252.45901639344268,42.0,40.4,68.8,64.73,基本面42.0 | 短线40.4 | 中期68.8 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.6%，利润垫偏薄；ROE 0.5%偏低；营收同比117.0%；利润同比166.1% | 月涨幅分位20%；换手率21.61%；成交额23.6亿；价在MA20下方,
600367,红星发展,PCB,MLCC,,-26.51154891304348,155.28023598820062,33.0,21.3,62.8,36.48,基本面33.0 | 短线21.3 | 中期62.8 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率23.7%，处于一般水平；ROE 1.2%偏低；营收同比-11.2%；利润同比-2.3% | 月涨幅分位3%；换手率10.58%；成交额14.6亿；价在MA20下方,
000117,天利控股集团,PCB,MLCC,,-40.95371669004207,1779.4642857142858,52.0,17.8,70.4,4.54,基本面52.0 | 短线17.8 | 中期70.4 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率25.9%，处于一般水平；ROE 23.0%；营收同比23.9%；利润同比187.0% | 月涨幅分位1%；换手率缺失；成交额0.4亿；价在MA20下方,
000894,万裕科技,PCB,MLCC,,-54.268292682926834,848.8866396761134,31.0,17.2,66.0,3.14,基本面31.0 | 短线17.2 | 中期66.0 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率16.6%，利润垫偏薄；ROE 0.4%偏低；营收同比2.3%；利润同比-20.1% | 月涨幅分位0%；换手率缺失；成交额0.4亿；价在MA20下方,
002859,洁美科技,PCB,MLCC,材料,0.3148462097360305,346.5768194070081,46.0,20.7,66.8,84.14,基本面46.0 | 短线20.7 | 中期66.8 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.6%，盈利能力良好；ROE 1.5%偏低；营收同比22.5%；利润同比41.6% | 月涨幅分位26%；换手率4.02%；成交额13.9亿；价在MA20下方,
