股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),基本面打分,短线打分,长线打分,目标价,备注,是否持仓股
688256,寒武纪,芯片智造,AI算力芯片,训练芯片核心、技术标杆,28.88126009693053,298.1707925733679,70.0,70.2,87.2,2001.94,基本面70.0 | 短线70.2 | 中期87.2 | AI算力芯片、技术标杆、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.3%，盈利壁垒强；ROE 8.2%；营收同比159.6%；利润同比185.0% | 月涨幅分位40%；换手率2.58%；成交额254.9亿；价在MA20上方,
688521,芯原股份,芯片智造,AI算力芯片,AI芯片IP核心、国产替代,63.282006159260874,325.0830374527545,54.0,74.9,85.9,387.15,基本面54.0 | 短线74.9 | 中期85.9 | AI算力芯片、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率32.3%，盈利能力良好；ROE -10.4%偏低；营收同比114.5%；利润同比-54.7% | 月涨幅分位79%；换手率4.74%；成交额90.7亿；价在MA20上方,
688802,沐曦股份,芯片智造,AI算力芯片,算力芯片核心、技术突破,29.909033877038894,,67.0,71.5,74.5,1011.15,基本面67.0 | 短线71.5 | 中期74.5 | AI算力芯片、技术突破、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率60.1%，盈利壁垒强；ROE -0.8%偏低；营收同比75.4%；利润同比57.5% | 月涨幅分位41%；换手率14.56%；成交额22.0亿；价在MA20上方,
688041,海光信息,芯片智造,AI算力芯片,行业龙头、产能领先、国产替代,34.54201940195472,167.86747685185185,66.0,65.2,80.2,436.66,基本面66.0 | 短线65.2 | 中期80.2 | AI算力芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.6%，盈利壁垒强；ROE 3.0%偏低；营收同比68.1%；利润同比35.8% | 月涨幅分位48%；换手率1.79%；成交额153.6亿；价在MA20上方,
688795,摩尔线程,芯片智造,AI算力芯片,算力芯片核心、国产GPU龙头,19.40902954852257,,68.0,66.3,58.2,848.22,基本面68.0 | 短线66.3 | 中期58.2 | AI算力芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率67.4%，盈利壁垒强；ROE 0.3%偏低；营收同比155.3%；利润同比126.1% | 月涨幅分位27%；换手率10.56%；成交额22.8亿；价在MA20上方,
688047,龙芯中科,芯片智造,AI算力芯片,国产CPU龙头、技术自主,7.238438605005881,28.13354320271726,56.0,49.7,51.3,164.44,基本面56.0 | 短线49.7 | 中期51.3 | AI算力芯片、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率34.9%，盈利能力良好；ROE -4.7%偏低；营收同比8.0%；利润同比24.7% | 月涨幅分位16%；换手率2.96%；成交额18.1亿；价在MA20上方,
300474,景嘉微,芯片智造,AI算力芯片、DSP芯片,推理芯片核心、国产DSP龙头、机构重仓,6.836248012718604,-16.774459887161143,55.0,56.1,39.0,55.92,基本面55.0 | 短线56.1 | 中期39.0 | AI算力芯片、龙头、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率61.7%，盈利壁垒强；ROE -0.8%偏低；营收同比-17.9%；利润同比-2.3% | 月涨幅分位15%；换手率7.89%；成交额18.8亿；价在MA20上方,
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,64.96258139760909,222.74196615326102,68.0,71.8,81.6,406.98,基本面68.0 | 短线71.8 | 中期81.6 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位80%；换手率5.93%；成交额43.3亿；价在MA20上方,
300260,新莱应材,芯片智造,CMP设备,零部件核心、国产替代,85.17972350230414,241.93328795098705,48.0,79.3,84.1,111.02,基本面48.0 | 短线79.3 | 中期84.1 | CMP设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率22.2%，处于一般水平；ROE 2.4%偏低；营收同比14.1%；利润同比3.6% | 月涨幅分位90%；换手率10.88%；成交额31.6亿；价在MA20上方,
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先、钨/氧抛光液,61.19561910556739,295.55804404628594,66.0,78.3,88.0,132.93,基本面66.0 | 短线78.3 | 中期88.0 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位75%；换手率9.12%；成交额69.3亿；价在MA20上方,
688120,华海清科,芯片智造,CMP设备、韬定律,行业龙头、产能领先,84.47180074434584,338.22089227421117,61.0,76.1,92.1,374.32,基本面61.0 | 短线76.1 | 中期92.1 | CMP设备、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率42.3%，盈利能力优秀；ROE 3.3%偏低；营收同比31.7%；利润同比5.9% | 月涨幅分位89%；换手率4.19%；成交额66.3亿；价在MA20上方,
300394,天孚通信,光模块,CPO光引擎,CPO龙头、封装核心、绑定头部、高毛利,-1.0267477601203279,464.49086161879893,68.0,28.4,62.6,331.68,基本面68.0 | 短线28.4 | 中期62.6 | CPO光引擎、龙头、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.6%，盈利壁垒强；ROE 8.6%；营收同比40.8%；利润同比45.8% | 月涨幅分位9%；换手率3.89%；成交额128.3亿；价在MA20下方,
688296,和林微纳,光模块,DSP芯片、韬定律,高速DSP核心、技术研发、高壁垒、高毛利、芯片探针,-24.03718459495352,-6.991869918699201,51.0,1.2,9.0,9.7,基本面51.0 | 短线1.2 | 中期9.0 | 高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率35.2%，盈利能力良好；ROE -2.2%偏低；营收同比17.1%；利润同比11.4% | 月涨幅分位0%；换手率2.13%；成交额0.3亿；价在MA20下方,
