股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),港股代码,基本面打分,短线打分,长线打分,目标价,备注
688525,佰维存储,芯片智造,存储芯片,核心供应商、技术领先,18.95,342.49,无,74.0,39.0,60.2,418.54,基本面74.0 | 短线39.0 | 中期60.2 | 存储芯片、技术领先、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率53.3%，盈利壁垒强；ROE 42.0%；营收同比341.5%；利润同比1567.9% | 月涨幅分位39%；换手率7.03%；成交额114.4亿；价在MA20下方
301308,江波龙,芯片智造,存储芯片,核心供应商、技术突破,47.8,196.53,无,74.0,42.6,60.6,632.26,基本面74.0 | 短线42.6 | 中期60.6 | 存储芯片、技术突破、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 39.4%；营收同比132.8%；利润同比2644.0% | 月涨幅分位78%；换手率5.96%；成交额88.8亿；价在MA20下方
603986,兆易创新,芯片智造,存储芯片,行业龙头、产能领先、国产替代,72.97,293.44,03986,70.0,54.7,66.5,694.98,基本面70.0 | 短线54.7 | 中期66.5 | 存储芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率57.1%，盈利壁垒强；ROE 6.1%；营收同比119.4%；利润同比522.8% | 月涨幅分位92%；换手率10.16%；成交额383.4亿；价在MA20下方
300604,长川科技,芯片智造,刻蚀设备,测试核心、国产替代,39.37,233.86,无,69.0,75.3,92.7,426.19,基本面69.0 | 短线75.3 | 中期92.7 | 刻蚀设备、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.8%，盈利壁垒强；ROE 7.2%；营收同比69.1%；利润同比217.6% | 月涨幅分位68%；换手率6.88%；成交额111.0亿；价在MA20上方
300042,朗科科技,芯片智造,存储芯片,核心供应商、国产替代,32.34,178.89,无,58.0,33.1,49.2,62.88,基本面58.0 | 短线33.1 | 中期49.2 | 存储芯片、国产替代、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率25.2%，处于一般水平；ROE 7.5%；营收同比107.8%；利润同比744.4% | 月涨幅分位61%；换手率8.55%；成交额9.7亿；价在MA20下方
300054,鼎龙股份,芯片智造,CMP设备、韬定律,抛光垫龙头、产能领先,28.77,177.33,无,66.0,34.9,65.0,94.44,基本面66.0 | 短线34.9 | 中期65.0 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率54.9%，盈利壁垒强；ROE 4.7%偏低；营收同比23.8%；利润同比78.0% | 月涨幅分位55%；换手率6.08%；成交额36.5亿；价在MA20下方
603083,剑桥科技,光模块,高速光模块、LPO模块,弹性龙头、业绩高增、北美订单、资金关注,22.87,84.77,06166,58.0,48.0,64.4,227.02,基本面58.0 | 短线48.0 | 中期64.4 | 高速光模块、龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率29.3%，处于一般水平；ROE 1.6%偏低；营收同比44.0%；利润同比276.4% | 月涨幅分位45%；换手率9.62%；成交额51.3亿；价在MA20下方
300308,中际旭创,光模块,高速光模块、硅光模块、LPO模块、CPO光引擎,全球龙头、英伟达核心、技术标杆、机构重仓,25.45,100.33,无,71.0,51.7,71.4,1419.5,基本面71.0 | 短线51.7 | 中期71.4 | CPO光引擎、高速光模块、硅光模块、全球龙头、龙头、技术标杆、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率46.1%，盈利能力优秀；ROE 17.5%；营收同比192.1%；利润同比262.3% | 月涨幅分位48%；换手率3.61%；成交额462.5亿；价在MA20下方
688072,拓荆科技,芯片智造,薄膜沉积、韬定律、键合,PECVD龙头、产能领先,73.44,152.37,无,67.0,82.1,96.7,1088.91,基本面67.0 | 短线82.1 | 中期96.7 | 薄膜沉积、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率41.7%，盈利能力优秀；ROE 8.2%；营收同比57.0%；利润同比488.3% | 月涨幅分位93%；换手率6.02%；成交额150.2亿；价在MA20上方
688498,源杰科技,光模块,高速光芯片,光芯片龙头、EML量产、技术壁垒、国产核心,16.77,289.62,无,70.0,63.1,95.4,2267.42,基本面70.0 | 短线63.1 | 中期95.4 | 高速光芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率77.8%，盈利壁垒强；ROE 7.4%；营收同比320.9%；利润同比1153.1% | 月涨幅分位34%；换手率4.87%；成交额101.5亿；价在MA20上方
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,27.12,82.24,无,68.0,50.4,77.2,339.87,基本面68.0 | 短线50.4 | 中期77.2 | CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 5.7%；营收同比32.8%；利润同比23.0% | 月涨幅分位52%；换手率5.74%；成交额37.5亿；价在MA20上方
000988,华工科技,光模块,高速光模块,全能龙头、NPO落地、国资背景、协同布局,38.64,123.86,无,54.0,63.0,68.9,184.02,基本面54.0 | 短线63.0 | 中期68.9 | 高速光模块、龙头、国资背景；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率19.8%，利润垫偏薄；ROE 5.6%；营收同比27.1%；利润同比55.8% | 月涨幅分位67%；换手率7.26%；成交额110.7亿；价在MA20下方
