股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),基本面打分,港股代码,短线打分,长线打分,目标价,备注,是否持仓股
603986,兆易创新,芯片智造,存储芯片,行业龙头、产能领先、国产替代,72.96733609176842,311.4098255720915,70.0,3986.0,90.0,93.6,666.99,基本面70.0 | 短线90.0 | 中期93.6 | 存储芯片、行业龙头、龙头、产能领先、国产替代；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率57.1%，盈利壁垒强；ROE 6.1%；营收同比119.4%；利润同比522.8% | 月涨幅分位93%；换手率9.99%；成交额353.4亿；价在MA20上方,
688525,佰维存储,芯片智造,存储芯片,核心供应商、技术领先,18.945590994371475,401.1699604743083,74.0,,73.8,96.6,409.84,基本面74.0 | 短线73.8 | 中期96.6 | 存储芯片、技术领先、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率53.3%，盈利壁垒强；ROE 42.0%；营收同比341.5%；利润同比1567.9% | 月涨幅分位39%；换手率11.30%；成交额174.0亿；价在MA20上方,
300502,新易盛,光模块,高速光模块、LPO模块、硅光模块,全球第二、北美核心、LPO标杆、高毛利,29.35767863457852,743.0373605046094,69.0,,78.2,94.6,888.21,基本面69.0 | 短线78.2 | 中期94.6 | 高速光模块、硅光模块、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率49.2%，盈利能力优秀；ROE 14.5%；营收同比105.8%；利润同比76.8% | 月涨幅分位56%；换手率3.92%；成交额245.1亿；价在MA20上方,
300308,中际旭创,光模块,高速光模块、硅光模块、LPO模块、CPO光引擎,全球龙头、英伟达核心、技术标杆、机构重仓,25.44528974874143,1059.7307732442866,71.0,,72.6,96.2,1422.33,基本面71.0 | 短线72.6 | 中期96.2 | CPO光引擎、高速光模块、硅光模块、全球龙头、龙头、技术标杆、机构重仓、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率46.1%，盈利能力优秀；ROE 17.5%；营收同比192.1%；利润同比262.3% | 月涨幅分位48%；换手率2.26%；成交额280.6亿；价在MA20上方,
603256,宏和科技,PCB,电子布,电子布龙头,68.14953271028037,1797.8902953586494,64.0,,78.1,98.7,228.24,基本面64.0 | 短线78.1 | 中期98.7 | 龙头；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.7%，盈利壁垒强；ROE 8.2%；营收同比79.7%；利润同比354.2% | 月涨幅分位91%；换手率2.42%；成交额39.0亿；价在MA20上方,
688008,澜起科技,芯片智造,存储芯片,内存接口龙头、技术标杆,62.38532110091744,239.03716000510792,68.0,6809.0,77.8,91.2,336.42,基本面68.0 | 短线77.8 | 中期91.2 | 存储芯片、龙头、技术标杆；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率69.8%，盈利壁垒强；ROE 5.4%；营收同比19.5%；利润同比61.3% | 月涨幅分位89%；换手率6.68%；成交额212.5亿；价在MA20上方,是
300394,天孚通信,光模块,CPO光引擎,CPO龙头、封装核心、绑定头部、高毛利,32.34013647451137,699.6455223880597,68.0,,82.5,86.3,524.77,基本面68.0 | 短线82.5 | 中期86.3 | CPO光引擎、龙头、高毛利、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率56.6%，盈利壁垒强；ROE 8.6%；营收同比40.8%；利润同比45.8% | 月涨幅分位60%；换手率6.67%；成交额221.5亿；价在MA20上方,
301308,江波龙,芯片智造,存储芯片,核心供应商、技术突破,47.804067633109156,594.7852374354453,74.0,,68.4,90.0,701.4,基本面74.0 | 短线68.4 | 中期90.0 | 存储芯片、技术突破、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率55.5%，盈利壁垒强；ROE 39.4%；营收同比132.8%；利润同比2644.0% | 月涨幅分位78%；换手率8.94%；成交额143.6亿；价在MA20上方,
688498,源杰科技,光模块,高速光芯片,光芯片龙头、EML量产、技术壁垒、国产核心,16.770728362612573,1098.2942430703624,70.0,,64.7,96.9,1422.82,基本面70.0 | 短线64.7 | 中期96.9 | 高速光芯片、龙头、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率77.8%，盈利壁垒强；ROE 7.4%；营收同比320.9%；利润同比1153.1% | 月涨幅分位34%；换手率6.22%；成交额84.8亿；价在MA20上方,
301377,鼎泰高科,PCB,钻孔,,60.52911521206232,1167.177802117561,58.0,,81.5,95.1,432.27,基本面58.0 | 短线81.5 | 中期95.1 | 赛道与标签信息一般；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率53.3%，盈利壁垒强；ROE 9.4%；营收同比92.3%；利润同比259.0% | 月涨幅分位88%；换手率9.21%；成交额31.1亿；价在MA20上方,
